minute,h_pts,a_pts,score_diff,home_win,game_id,season
1,2.0,0.0,2.0,1,0021700472,2017-18
2,5.0,0.0,5.0,1,0021700472,2017-18
3,9.0,0.0,9.0,1,0021700472,2017-18
4,10.0,2.0,8.0,1,0021700472,2017-18
5,12.0,4.0,8.0,1,0021700472,2017-18
6,14.0,9.0,5.0,1,0021700472,2017-18
7,18.0,13.0,5.0,1,0021700472,2017-18
8,20.0,13.0,7.0,1,0021700472,2017-18
9,22.0,15.0,7.0,1,0021700472,2017-18
10,27.0,16.0,11.0,1,0021700472,2017-18
11,30.0,18.0,12.0,1,0021700472,2017-18
12,32.0,20.0,12.0,1,0021700472,2017-18
13,34.0,20.0,14.0,1,0021700472,2017-18
14,36.0,20.0,16.0,1,0021700472,2017-18
15,39.0,23.0,16.0,1,0021700472,2017-18
16,41.0,25.0,16.0,1,0021700472,2017-18
17,44.0,28.0,16.0,1,0021700472,2017-18
18,44.0,29.0,15.0,1,0021700472,2017-18
19,48.0,36.0,12.0,1,0021700472,2017-18
20,48.0,38.0,10.0,1,0021700472,2017-18
21,50.0,43.0,7.0,1,0021700472,2017-18
22,52.0,46.0,6.0,1,0021700472,2017-18
23,56.0,48.0,8.0,1,0021700472,2017-18
24,60.0,50.0,10.0,1,0021700472,2017-18
25,60.0,52.0,8.0,1,0021700472,2017-18
26,63.0,56.0,7.0,1,0021700472,2017-18
27,66.0,56.0,10.0,1,0021700472,2017-18
28,68.0,59.0,9.0,1,0021700472,2017-18
29,72.0,61.0,11.0,1,0021700472,2017-18
30,72.0,61.0,11.0,1,0021700472,2017-18
31,72.0,61.0,11.0,1,0021700472,2017-18
32,74.0,64.0,10.0,1,0021700472,2017-18
33,76.0,66.0,10.0,1,0021700472,2017-18
34,79.0,68.0,11.0,1,0021700472,2017-18
35,84.0,70.0,14.0,1,0021700472,2017-18
36,88.0,72.0,16.0,1,0021700472,2017-18
37,90.0,74.0,16.0,1,0021700472,2017-18
38,96.0,76.0,20.0,1,0021700472,2017-18
39,98.0,78.0,20.0,1,0021700472,2017-18
40,102.0,78.0,24.0,1,0021700472,2017-18
41,105.0,80.0,25.0,1,0021700472,2017-18
42,105.0,80.0,25.0,1,0021700472,2017-18
43,107.0,82.0,25.0,1,0021700472,2017-18
44,107.0,86.0,21.0,1,0021700472,2017-18
45,109.0,88.0,21.0,1,0021700472,2017-18
46,109.0,90.0,19.0,1,0021700472,2017-18
47,111.0,94.0,17.0,1,0021700472,2017-18
48,111.0,97.0,14.0,1,0021700472,2017-18
49,111.0,97.0,14.0,1,0021700472,2017-18
1,3.0,2.0,1.0,0,0029900016,1999-00
2,5.0,4.0,1.0,0,0029900016,1999-00
3,5.0,6.0,-1.0,0,0029900016,1999-00
4,9.0,6.0,3.0,0,0029900016,1999-00
5,13.0,8.0,5.0,0,0029900016,1999-00
6,16.0,12.0,4.0,0,0029900016,1999-00
7,18.0,16.0,2.0,0,0029900016,1999-00
8,20.0,19.0,1.0,0,0029900016,1999-00
9,22.0,19.0,3.0,0,0029900016,1999-00
10,24.0,23.0,1.0,0,0029900016,1999-00
11,26.0,23.0,3.0,0,0029900016,1999-00
12,27.0,27.0,0.0,0,0029900016,1999-00
13,27.0,29.0,-2.0,0,0029900016,1999-00
14,27.0,34.0,-7.0,0,0029900016,1999-00
15,29.0,34.0,-5.0,0,0029900016,1999-00
16,29.0,36.0,-7.0,0,0029900016,1999-00
17,29.0,36.0,-7.0,0,0029900016,1999-00
18,29.0,38.0,-9.0,0,0029900016,1999-00
19,31.0,38.0,-7.0,0,0029900016,1999-00
20,31.0,38.0,-7.0,0,0029900016,1999-00
21,31.0,42.0,-11.0,0,0029900016,1999-00
22,33.0,42.0,-9.0,0,0029900016,1999-00
23,39.0,42.0,-3.0,0,0029900016,1999-00
24,41.0,46.0,-5.0,0,0029900016,1999-00
25,44.0,46.0,-2.0,0,0029900016,1999-00
26,44.0,48.0,-4.0,0,0029900016,1999-00
27,49.0,48.0,1.0,0,0029900016,1999-00
28,49.0,52.0,-3.0,0,0029900016,1999-00
29,53.0,55.0,-2.0,0,0029900016,1999-00
30,54.0,57.0,-3.0,0,0029900016,1999-00
31,54.0,61.0,-7.0,0,0029900016,1999-00
32,54.0,65.0,-11.0,0,0029900016,1999-00
33,57.0,69.0,-12.0,0,0029900016,1999-00
34,58.0,71.0,-13.0,0,0029900016,1999-00
35,60.0,71.0,-11.0,0,0029900016,1999-00
36,63.0,73.0,-10.0,0,0029900016,1999-00
37,69.0,73.0,-4.0,0,0029900016,1999-00
38,71.0,76.0,-5.0,0,0029900016,1999-00
39,73.0,78.0,-5.0,0,0029900016,1999-00
40,73.0,78.0,-5.0,0,0029900016,1999-00
41,75.0,80.0,-5.0,0,0029900016,1999-00
42,77.0,80.0,-3.0,0,0029900016,1999-00
43,77.0,83.0,-6.0,0,0029900016,1999-00
44,81.0,85.0,-4.0,0,0029900016,1999-00
45,86.0,87.0,-1.0,0,0029900016,1999-00
46,88.0,89.0,-1.0,0,0029900016,1999-00
47,88.0,93.0,-5.0,0,0029900016,1999-00
48,90.0,97.0,-7.0,0,0029900016,1999-00
49,90.0,97.0,-7.0,0,0029900016,1999-00
1,2.0,0.0,2.0,1,0021600743,2016-17
2,6.0,0.0,6.0,1,0021600743,2016-17
3,6.0,5.0,1.0,1,0021600743,2016-17
4,11.0,7.0,4.0,1,0021600743,2016-17
5,13.0,10.0,3.0,1,0021600743,2016-17
6,15.0,15.0,0.0,1,0021600743,2016-17
7,15.0,17.0,-2.0,1,0021600743,2016-17
8,15.0,17.0,-2.0,1,0021600743,2016-17
9,20.0,19.0,1.0,1,0021600743,2016-17
10,23.0,24.0,-1.0,1,0021600743,2016-17
11,23.0,29.0,-6.0,1,0021600743,2016-17
12,26.0,32.0,-6.0,1,0021600743,2016-17
13,28.0,32.0,-4.0,1,0021600743,2016-17
14,30.0,32.0,-2.0,1,0021600743,2016-17
15,32.0,34.0,-2.0,1,0021600743,2016-17
16,34.0,34.0,0.0,1,0021600743,2016-17
17,35.0,34.0,1.0,1,0021600743,2016-17
18,39.0,39.0,0.0,1,0021600743,2016-17
19,41.0,41.0,0.0,1,0021600743,2016-17
20,41.0,43.0,-2.0,1,0021600743,2016-17
21,44.0,45.0,-1.0,1,0021600743,2016-17
22,45.0,47.0,-2.0,1,0021600743,2016-17
23,45.0,50.0,-5.0,1,0021600743,2016-17
24,47.0,50.0,-3.0,1,0021600743,2016-17
25,49.0,54.0,-5.0,1,0021600743,2016-17
26,53.0,59.0,-6.0,1,0021600743,2016-17
27,56.0,64.0,-8.0,1,0021600743,2016-17
28,56.0,67.0,-11.0,1,0021600743,2016-17
29,59.0,70.0,-11.0,1,0021600743,2016-17
30,64.0,72.0,-8.0,1,0021600743,2016-17
31,64.0,72.0,-8.0,1,0021600743,2016-17
32,64.0,76.0,-12.0,1,0021600743,2016-17
33,68.0,80.0,-12.0,1,0021600743,2016-17
34,70.0,83.0,-13.0,1,0021600743,2016-17
35,73.0,85.0,-12.0,1,0021600743,2016-17
36,73.0,86.0,-13.0,1,0021600743,2016-17
37,73.0,86.0,-13.0,1,0021600743,2016-17
38,75.0,91.0,-16.0,1,0021600743,2016-17
39,75.0,94.0,-19.0,1,0021600743,2016-17
40,79.0,97.0,-18.0,1,0021600743,2016-17
41,83.0,99.0,-16.0,1,0021600743,2016-17
42,89.0,101.0,-12.0,1,0021600743,2016-17
43,94.0,101.0,-7.0,1,0021600743,2016-17
44,99.0,106.0,-7.0,1,0021600743,2016-17
45,104.0,106.0,-2.0,1,0021600743,2016-17
46,107.0,106.0,1.0,1,0021600743,2016-17
47,109.0,108.0,1.0,1,0021600743,2016-17
48,113.0,108.0,5.0,1,0021600743,2016-17
49,113.0,108.0,5.0,1,0021600743,2016-17
1,4.0,0.0,4.0,0,0021400748,2014-15
2,7.0,4.0,3.0,0,0021400748,2014-15
3,9.0,6.0,3.0,0,0021400748,2014-15
4,11.0,6.0,5.0,0,0021400748,2014-15
5,13.0,6.0,7.0,0,0021400748,2014-15
6,15.0,9.0,6.0,0,0021400748,2014-15
7,15.0,11.0,4.0,0,0021400748,2014-15
8,18.0,11.0,7.0,0,0021400748,2014-15
9,18.0,17.0,1.0,0,0021400748,2014-15
10,18.0,19.0,-1.0,0,0021400748,2014-15
11,21.0,23.0,-2.0,0,0021400748,2014-15
12,23.0,25.0,-2.0,0,0021400748,2014-15
13,25.0,26.0,-1.0,0,0021400748,2014-15
14,28.0,26.0,2.0,0,0021400748,2014-15
15,32.0,28.0,4.0,0,0021400748,2014-15
16,34.0,28.0,6.0,0,0021400748,2014-15
17,36.0,30.0,6.0,0,0021400748,2014-15
18,38.0,30.0,8.0,0,0021400748,2014-15
19,40.0,32.0,8.0,0,0021400748,2014-15
20,42.0,34.0,8.0,0,0021400748,2014-15
21,45.0,34.0,11.0,0,0021400748,2014-15
22,48.0,38.0,10.0,0,0021400748,2014-15
23,50.0,38.0,12.0,0,0021400748,2014-15
24,52.0,38.0,14.0,0,0021400748,2014-15
25,52.0,40.0,12.0,0,0021400748,2014-15
26,53.0,42.0,11.0,0,0021400748,2014-15
27,55.0,44.0,11.0,0,0021400748,2014-15
28,58.0,47.0,11.0,0,0021400748,2014-15
29,63.0,49.0,14.0,0,0021400748,2014-15
30,63.0,52.0,11.0,0,0021400748,2014-15
31,68.0,56.0,12.0,0,0021400748,2014-15
32,71.0,61.0,10.0,0,0021400748,2014-15
33,71.0,65.0,6.0,0,0021400748,2014-15
34,74.0,65.0,9.0,0,0021400748,2014-15
35,78.0,69.0,9.0,0,0021400748,2014-15
36,78.0,69.0,9.0,0,0021400748,2014-15
37,80.0,71.0,9.0,0,0021400748,2014-15
38,82.0,74.0,8.0,0,0021400748,2014-15
39,82.0,78.0,4.0,0,0021400748,2014-15
40,82.0,84.0,-2.0,0,0021400748,2014-15
41,84.0,86.0,-2.0,0,0021400748,2014-15
42,85.0,86.0,-1.0,0,0021400748,2014-15
43,87.0,86.0,1.0,0,0021400748,2014-15
44,87.0,86.0,1.0,0,0021400748,2014-15
45,89.0,88.0,1.0,0,0021400748,2014-15
46,91.0,89.0,2.0,0,0021400748,2014-15
47,91.0,91.0,0.0,0,0021400748,2014-15
48,91.0,91.0,0.0,0,0021400748,2014-15
49,91.0,91.0,0.0,0,0021400748,2014-15
50,91.0,91.0,0.0,0,0021400748,2014-15
51,91.0,91.0,0.0,0,0021400748,2014-15
52,91.0,91.0,0.0,0,0021400748,2014-15
53,91.0,91.0,0.0,0,0021400748,2014-15
54,91.0,91.0,0.0,0,0021400748,2014-15
55,91.0,91.0,0.0,0,0021400748,2014-15
56,91.0,93.0,-2.0,0,0021400748,2014-15
57,91.0,93.0,-2.0,0,0021400748,2014-15
58,94.0,95.0,-1.0,0,0021400748,2014-15
59,96.0,99.0,-3.0,0,0021400748,2014-15
60,97.0,103.0,-6.0,0,0021400748,2014-15
61,97.0,103.0,-6.0,0,0021400748,2014-15
1,2.0,3.0,-1.0,0,0021900005,2019-20
2,4.0,7.0,-3.0,0,0021900005,2019-20
3,8.0,10.0,-2.0,0,0021900005,2019-20
4,11.0,12.0,-1.0,0,0021900005,2019-20
5,14.0,12.0,2.0,0,0021900005,2019-20
6,16.0,17.0,-1.0,0,0021900005,2019-20
7,18.0,19.0,-1.0,0,0021900005,2019-20
8,20.0,21.0,-1.0,0,0021900005,2019-20
9,22.0,23.0,-1.0,0,0021900005,2019-20
10,22.0,25.0,-3.0,0,0021900005,2019-20
11,22.0,28.0,-6.0,0,0021900005,2019-20
12,24.0,28.0,-4.0,0,0021900005,2019-20
13,26.0,30.0,-4.0,0,0021900005,2019-20
14,28.0,30.0,-2.0,0,0021900005,2019-20
15,28.0,33.0,-5.0,0,0021900005,2019-20
16,28.0,37.0,-9.0,0,0021900005,2019-20
17,28.0,42.0,-14.0,0,0021900005,2019-20
18,28.0,44.0,-16.0,0,0021900005,2019-20
19,28.0,46.0,-18.0,0,0021900005,2019-20
20,33.0,48.0,-15.0,0,0021900005,2019-20
21,33.0,51.0,-18.0,0,0021900005,2019-20
22,33.0,53.0,-20.0,0,0021900005,2019-20
23,36.0,55.0,-19.0,0,0021900005,2019-20
24,41.0,55.0,-14.0,0,0021900005,2019-20
25,43.0,55.0,-12.0,0,0021900005,2019-20
26,43.0,57.0,-14.0,0,0021900005,2019-20
27,47.0,57.0,-10.0,0,0021900005,2019-20
28,50.0,59.0,-9.0,0,0021900005,2019-20
29,54.0,61.0,-7.0,0,0021900005,2019-20
30,55.0,65.0,-10.0,0,0021900005,2019-20
31,55.0,67.0,-12.0,0,0021900005,2019-20
32,58.0,69.0,-11.0,0,0021900005,2019-20
33,58.0,69.0,-11.0,0,0021900005,2019-20
34,60.0,71.0,-11.0,0,0021900005,2019-20
35,62.0,71.0,-9.0,0,0021900005,2019-20
36,65.0,71.0,-6.0,0,0021900005,2019-20
37,67.0,73.0,-6.0,0,0021900005,2019-20
38,67.0,79.0,-12.0,0,0021900005,2019-20
39,69.0,81.0,-12.0,0,0021900005,2019-20
40,69.0,83.0,-14.0,0,0021900005,2019-20
41,69.0,83.0,-14.0,0,0021900005,2019-20
42,71.0,85.0,-14.0,0,0021900005,2019-20
43,72.0,87.0,-15.0,0,0021900005,2019-20
44,72.0,89.0,-17.0,0,0021900005,2019-20
45,74.0,89.0,-15.0,0,0021900005,2019-20
46,76.0,89.0,-13.0,0,0021900005,2019-20
47,82.0,91.0,-9.0,0,0021900005,2019-20
48,85.0,94.0,-9.0,0,0021900005,2019-20
49,85.0,94.0,-9.0,0,0021900005,2019-20
1,0.0,3.0,-3.0,0,0020501213,2005-06
2,4.0,3.0,1.0,0,0020501213,2005-06
3,4.0,5.0,-1.0,0,0020501213,2005-06
4,6.0,7.0,-1.0,0,0020501213,2005-06
5,6.0,9.0,-3.0,0,0020501213,2005-06
6,12.0,11.0,1.0,0,0020501213,2005-06
7,14.0,14.0,0.0,0,0020501213,2005-06
8,14.0,16.0,-2.0,0,0020501213,2005-06
9,17.0,16.0,1.0,0,0020501213,2005-06
10,21.0,18.0,3.0,0,0020501213,2005-06
11,23.0,20.0,3.0,0,0020501213,2005-06
12,23.0,20.0,3.0,0,0020501213,2005-06
13,25.0,22.0,3.0,0,0020501213,2005-06
14,25.0,26.0,-1.0,0,0020501213,2005-06
15,27.0,28.0,-1.0,0,0020501213,2005-06
16,29.0,31.0,-2.0,0,0020501213,2005-06
17,29.0,35.0,-6.0,0,0020501213,2005-06
18,29.0,38.0,-9.0,0,0020501213,2005-06
19,31.0,38.0,-7.0,0,0020501213,2005-06
20,33.0,41.0,-8.0,0,0020501213,2005-06
21,35.0,45.0,-10.0,0,0020501213,2005-06
22,36.0,49.0,-13.0,0,0020501213,2005-06
23,38.0,51.0,-13.0,0,0020501213,2005-06
24,43.0,54.0,-11.0,0,0020501213,2005-06
25,45.0,57.0,-12.0,0,0020501213,2005-06
26,48.0,61.0,-13.0,0,0020501213,2005-06
27,52.0,61.0,-9.0,0,0020501213,2005-06
28,52.0,63.0,-11.0,0,0020501213,2005-06
29,56.0,63.0,-7.0,0,0020501213,2005-06
30,58.0,63.0,-5.0,0,0020501213,2005-06
31,60.0,65.0,-5.0,0,0020501213,2005-06
32,63.0,70.0,-7.0,0,0020501213,2005-06
33,68.0,72.0,-4.0,0,0020501213,2005-06
34,70.0,77.0,-7.0,0,0020501213,2005-06
35,75.0,80.0,-5.0,0,0020501213,2005-06
36,82.0,83.0,-1.0,0,0020501213,2005-06
37,88.0,87.0,1.0,0,0020501213,2005-06
38,90.0,89.0,1.0,0,0020501213,2005-06
39,90.0,93.0,-3.0,0,0020501213,2005-06
40,93.0,97.0,-4.0,0,0020501213,2005-06
41,93.0,102.0,-9.0,0,0020501213,2005-06
42,97.0,103.0,-6.0,0,0020501213,2005-06
43,99.0,104.0,-5.0,0,0020501213,2005-06
44,101.0,109.0,-8.0,0,0020501213,2005-06
45,101.0,110.0,-9.0,0,0020501213,2005-06
46,103.0,112.0,-9.0,0,0020501213,2005-06
47,103.0,116.0,-13.0,0,0020501213,2005-06
48,103.0,116.0,-13.0,0,0020501213,2005-06
49,103.0,116.0,-13.0,0,0020501213,2005-06
1,0.0,2.0,-2.0,0,0029900688,1999-00
2,2.0,4.0,-2.0,0,0029900688,1999-00
3,6.0,6.0,0.0,0,0029900688,1999-00
4,10.0,6.0,4.0,0,0029900688,1999-00
5,12.0,6.0,6.0,0,0029900688,1999-00
6,14.0,8.0,6.0,0,0029900688,1999-00
7,14.0,8.0,6.0,0,0029900688,1999-00
8,16.0,8.0,8.0,0,0029900688,1999-00
9,16.0,12.0,4.0,0,0029900688,1999-00
10,16.0,14.0,2.0,0,0029900688,1999-00
11,21.0,16.0,5.0,0,0029900688,1999-00
12,26.0,18.0,8.0,0,0029900688,1999-00
13,26.0,20.0,6.0,0,0029900688,1999-00
14,29.0,22.0,7.0,0,0029900688,1999-00
15,33.0,24.0,9.0,0,0029900688,1999-00
16,35.0,24.0,11.0,0,0029900688,1999-00
17,40.0,26.0,14.0,0,0029900688,1999-00
18,45.0,29.0,16.0,0,0029900688,1999-00
19,50.0,29.0,21.0,0,0029900688,1999-00
20,52.0,31.0,21.0,0,0029900688,1999-00
21,54.0,35.0,19.0,0,0029900688,1999-00
22,54.0,39.0,15.0,0,0029900688,1999-00
23,54.0,43.0,11.0,0,0029900688,1999-00
24,56.0,48.0,8.0,0,0029900688,1999-00
25,56.0,52.0,4.0,0,0029900688,1999-00
26,56.0,54.0,2.0,0,0029900688,1999-00
27,56.0,54.0,2.0,0,0029900688,1999-00
28,56.0,54.0,2.0,0,0029900688,1999-00
29,58.0,54.0,4.0,0,0029900688,1999-00
30,60.0,61.0,-1.0,0,0029900688,1999-00
31,62.0,61.0,1.0,0,0029900688,1999-00
32,62.0,63.0,-1.0,0,0029900688,1999-00
33,65.0,66.0,-1.0,0,0029900688,1999-00
34,65.0,68.0,-3.0,0,0029900688,1999-00
35,71.0,70.0,1.0,0,0029900688,1999-00
36,75.0,70.0,5.0,0,0029900688,1999-00
37,78.0,70.0,8.0,0,0029900688,1999-00
38,78.0,70.0,8.0,0,0029900688,1999-00
39,79.0,72.0,7.0,0,0029900688,1999-00
40,79.0,74.0,5.0,0,0029900688,1999-00
41,79.0,74.0,5.0,0,0029900688,1999-00
42,79.0,74.0,5.0,0,0029900688,1999-00
43,79.0,75.0,4.0,0,0029900688,1999-00
44,81.0,79.0,2.0,0,0029900688,1999-00
45,84.0,83.0,1.0,0,0029900688,1999-00
46,87.0,85.0,2.0,0,0029900688,1999-00
47,87.0,87.0,0.0,0,0029900688,1999-00
48,90.0,90.0,0.0,0,0029900688,1999-00
49,90.0,92.0,-2.0,0,0029900688,1999-00
1,0.0,2.0,-2.0,0,0021000545,2010-11
2,0.0,6.0,-6.0,0,0021000545,2010-11
3,4.0,9.0,-5.0,0,0021000545,2010-11
4,4.0,11.0,-7.0,0,0021000545,2010-11
5,7.0,15.0,-8.0,0,0021000545,2010-11
6,13.0,15.0,-2.0,0,0021000545,2010-11
7,16.0,19.0,-3.0,0,0021000545,2010-11
8,20.0,21.0,-1.0,0,0021000545,2010-11
9,22.0,25.0,-3.0,0,0021000545,2010-11
10,25.0,30.0,-5.0,0,0021000545,2010-11
11,28.0,32.0,-4.0,0,0021000545,2010-11
12,28.0,32.0,-4.0,0,0021000545,2010-11
13,30.0,32.0,-2.0,0,0021000545,2010-11
14,32.0,34.0,-2.0,0,0021000545,2010-11
15,35.0,34.0,1.0,0,0021000545,2010-11
16,37.0,34.0,3.0,0,0021000545,2010-11
17,39.0,38.0,1.0,0,0021000545,2010-11
18,41.0,41.0,0.0,0,0021000545,2010-11
19,44.0,46.0,-2.0,0,0021000545,2010-11
20,44.0,46.0,-2.0,0,0021000545,2010-11
21,46.0,50.0,-4.0,0,0021000545,2010-11
22,47.0,54.0,-7.0,0,0021000545,2010-11
23,48.0,57.0,-9.0,0,0021000545,2010-11
24,48.0,62.0,-14.0,0,0021000545,2010-11
25,48.0,62.0,-14.0,0,0021000545,2010-11
26,50.0,64.0,-14.0,0,0021000545,2010-11
27,54.0,66.0,-12.0,0,0021000545,2010-11
28,58.0,70.0,-12.0,0,0021000545,2010-11
29,58.0,75.0,-17.0,0,0021000545,2010-11
30,60.0,75.0,-15.0,0,0021000545,2010-11
31,62.0,77.0,-15.0,0,0021000545,2010-11
32,66.0,80.0,-14.0,0,0021000545,2010-11
33,68.0,82.0,-14.0,0,0021000545,2010-11
34,71.0,86.0,-15.0,0,0021000545,2010-11
35,71.0,87.0,-16.0,0,0021000545,2010-11
36,73.0,91.0,-18.0,0,0021000545,2010-11
37,73.0,93.0,-20.0,0,0021000545,2010-11
38,75.0,93.0,-18.0,0,0021000545,2010-11
39,80.0,95.0,-15.0,0,0021000545,2010-11
40,80.0,95.0,-15.0,0,0021000545,2010-11
41,81.0,99.0,-18.0,0,0021000545,2010-11
42,81.0,102.0,-21.0,0,0021000545,2010-11
43,81.0,103.0,-22.0,0,0021000545,2010-11
44,86.0,103.0,-17.0,0,0021000545,2010-11
45,89.0,103.0,-14.0,0,0021000545,2010-11
46,89.0,103.0,-14.0,0,0021000545,2010-11
47,91.0,105.0,-14.0,0,0021000545,2010-11
48,91.0,105.0,-14.0,0,0021000545,2010-11
49,91.0,105.0,-14.0,0,0021000545,2010-11
1,2.0,3.0,-1.0,1,0020100349,2001-02
2,4.0,5.0,-1.0,1,0020100349,2001-02
3,9.0,7.0,2.0,1,0020100349,2001-02
4,15.0,7.0,8.0,1,0020100349,2001-02
5,17.0,9.0,8.0,1,0020100349,2001-02
6,19.0,11.0,8.0,1,0020100349,2001-02
7,23.0,13.0,10.0,1,0020100349,2001-02
8,25.0,15.0,10.0,1,0020100349,2001-02
9,29.0,17.0,12.0,1,0020100349,2001-02
10,31.0,17.0,14.0,1,0020100349,2001-02
11,33.0,19.0,14.0,1,0020100349,2001-02
12,36.0,21.0,15.0,1,0020100349,2001-02
13,43.0,25.0,18.0,1,0020100349,2001-02
14,43.0,27.0,16.0,1,0020100349,2001-02
15,46.0,27.0,19.0,1,0020100349,2001-02
16,46.0,32.0,14.0,1,0020100349,2001-02
17,46.0,32.0,14.0,1,0020100349,2001-02
18,46.0,35.0,11.0,1,0020100349,2001-02
19,46.0,35.0,11.0,1,0020100349,2001-02
20,48.0,39.0,9.0,1,0020100349,2001-02
21,49.0,39.0,10.0,1,0020100349,2001-02
22,51.0,43.0,8.0,1,0020100349,2001-02
23,53.0,47.0,6.0,1,0020100349,2001-02
24,55.0,53.0,2.0,1,0020100349,2001-02
25,55.0,55.0,0.0,1,0020100349,2001-02
26,59.0,55.0,4.0,1,0020100349,2001-02
27,61.0,57.0,4.0,1,0020100349,2001-02
28,61.0,59.0,2.0,1,0020100349,2001-02
29,62.0,61.0,1.0,1,0020100349,2001-02
30,62.0,61.0,1.0,1,0020100349,2001-02
31,64.0,64.0,0.0,1,0020100349,2001-02
32,66.0,64.0,2.0,1,0020100349,2001-02
33,69.0,64.0,5.0,1,0020100349,2001-02
34,71.0,66.0,5.0,1,0020100349,2001-02
35,71.0,66.0,5.0,1,0020100349,2001-02
36,77.0,68.0,9.0,1,0020100349,2001-02
37,79.0,68.0,11.0,1,0020100349,2001-02
38,79.0,72.0,7.0,1,0020100349,2001-02
39,79.0,74.0,5.0,1,0020100349,2001-02
40,79.0,76.0,3.0,1,0020100349,2001-02
41,79.0,78.0,1.0,1,0020100349,2001-02
42,84.0,78.0,6.0,1,0020100349,2001-02
43,84.0,80.0,4.0,1,0020100349,2001-02
44,86.0,83.0,3.0,1,0020100349,2001-02
45,88.0,83.0,5.0,1,0020100349,2001-02
46,88.0,84.0,4.0,1,0020100349,2001-02
47,90.0,84.0,6.0,1,0020100349,2001-02
48,94.0,85.0,9.0,1,0020100349,2001-02
49,94.0,85.0,9.0,1,0020100349,2001-02
1,0.0,3.0,-3.0,1,0021801019,2018-19
2,5.0,5.0,0.0,1,0021801019,2018-19
3,5.0,8.0,-3.0,1,0021801019,2018-19
4,7.0,8.0,-1.0,1,0021801019,2018-19
5,9.0,8.0,1.0,1,0021801019,2018-19
6,12.0,8.0,4.0,1,0021801019,2018-19
7,15.0,13.0,2.0,1,0021801019,2018-19
8,15.0,15.0,0.0,1,0021801019,2018-19
9,18.0,17.0,1.0,1,0021801019,2018-19
10,23.0,20.0,3.0,1,0021801019,2018-19
11,23.0,24.0,-1.0,1,0021801019,2018-19
12,25.0,24.0,1.0,1,0021801019,2018-19
13,25.0,27.0,-2.0,1,0021801019,2018-19
14,27.0,29.0,-2.0,1,0021801019,2018-19
15,29.0,33.0,-4.0,1,0021801019,2018-19
16,31.0,33.0,-2.0,1,0021801019,2018-19
17,33.0,35.0,-2.0,1,0021801019,2018-19
18,38.0,37.0,1.0,1,0021801019,2018-19
19,38.0,37.0,1.0,1,0021801019,2018-19
20,41.0,37.0,4.0,1,0021801019,2018-19
21,44.0,39.0,5.0,1,0021801019,2018-19
22,46.0,41.0,5.0,1,0021801019,2018-19
23,48.0,41.0,7.0,1,0021801019,2018-19
24,53.0,43.0,10.0,1,0021801019,2018-19
25,55.0,43.0,12.0,1,0021801019,2018-19
26,59.0,47.0,12.0,1,0021801019,2018-19
27,59.0,53.0,6.0,1,0021801019,2018-19
28,59.0,55.0,4.0,1,0021801019,2018-19
29,64.0,59.0,5.0,1,0021801019,2018-19
30,66.0,61.0,5.0,1,0021801019,2018-19
31,67.0,64.0,3.0,1,0021801019,2018-19
32,69.0,64.0,5.0,1,0021801019,2018-19
33,72.0,66.0,6.0,1,0021801019,2018-19
34,74.0,70.0,4.0,1,0021801019,2018-19
35,75.0,71.0,4.0,1,0021801019,2018-19
36,78.0,75.0,3.0,1,0021801019,2018-19
37,82.0,75.0,7.0,1,0021801019,2018-19
38,85.0,77.0,8.0,1,0021801019,2018-19
39,87.0,79.0,8.0,1,0021801019,2018-19
40,89.0,81.0,8.0,1,0021801019,2018-19
41,93.0,82.0,11.0,1,0021801019,2018-19
42,95.0,82.0,13.0,1,0021801019,2018-19
43,95.0,84.0,11.0,1,0021801019,2018-19
44,99.0,89.0,10.0,1,0021801019,2018-19
45,102.0,89.0,13.0,1,0021801019,2018-19
46,110.0,89.0,21.0,1,0021801019,2018-19
47,112.0,91.0,21.0,1,0021801019,2018-19
48,114.0,97.0,17.0,1,0021801019,2018-19
49,114.0,97.0,17.0,1,0021801019,2018-19
1,,,,1,0029900846,1999-00
2,0.0,2.0,-2.0,1,0029900846,1999-00
3,0.0,2.0,-2.0,1,0029900846,1999-00
4,2.0,2.0,0.0,1,0029900846,1999-00
5,2.0,4.0,-2.0,1,0029900846,1999-00
6,4.0,6.0,-2.0,1,0029900846,1999-00
7,8.0,6.0,2.0,1,0029900846,1999-00
8,10.0,7.0,3.0,1,0029900846,1999-00
9,12.0,7.0,5.0,1,0029900846,1999-00
10,16.0,9.0,7.0,1,0029900846,1999-00
11,19.0,11.0,8.0,1,0029900846,1999-00
12,21.0,14.0,7.0,1,0029900846,1999-00
13,21.0,16.0,5.0,1,0029900846,1999-00
14,22.0,16.0,6.0,1,0029900846,1999-00
15,22.0,16.0,6.0,1,0029900846,1999-00
16,23.0,18.0,5.0,1,0029900846,1999-00
17,26.0,18.0,8.0,1,0029900846,1999-00
18,26.0,18.0,8.0,1,0029900846,1999-00
19,26.0,20.0,6.0,1,0029900846,1999-00
20,28.0,24.0,4.0,1,0029900846,1999-00
21,28.0,24.0,4.0,1,0029900846,1999-00
22,32.0,24.0,8.0,1,0029900846,1999-00
23,34.0,26.0,8.0,1,0029900846,1999-00
24,38.0,28.0,10.0,1,0029900846,1999-00
25,40.0,30.0,10.0,1,0029900846,1999-00
26,40.0,30.0,10.0,1,0029900846,1999-00
